ID;Label;KeywordsB2018;KeywordsA2018
Yánez, W.;Yánez, W.;Emotiv EPOC Headset,Head Computer Interface,Robotic Arm,Low Complexity;
Guerrón, A.;Guerrón, A.;Gaussian noise,cells,radii,edges,patterns,insects,skeleton,centers,morphological wings analysis;
Zapata, S.;Zapata, S.;Gaussian noise,cells,radii,edges,patterns,insects,skeleton,centers,morphological wings analysis;
Augot, D.;Augot, D.;Gaussian noise,cells,radii,edges,patterns,insects,skeleton,centers,morphological wings analysis;
Redrobán, M.;Redrobán, M.;;
Aguirre, O.;Aguirre, O.;;
Aráuz, J.;Aráuz, J.;Interference mitigation,Self-orga-nized,Wireless,White spaces,Self-coexistence;
Erazo, A.;Erazo, A.;Speech Disorders,Hearing Impairment,Glove,Morse Code,Communication,Sign Language;
Romero, S.;Romero, S.;Speech Disorders,Hearing Impairment,Glove,Morse Code,Communication,Sign Language;
Atiencia, V.;Atiencia, V.;Speech Disorders,Hearing Impairment,Glove,Morse Code,Communication,Sign Language;
Figueroa, J.P.;Figueroa, J.P.;Speech Disorders,Hearing Impairment,Glove,Morse Code,Communication,Sign Language;
Toscano, S.;Toscano, S.;Neural Network Classification,EEG,Eyewink Detection,Brain Computer Interface;
Silva, A.;Silva, A.;Neural Network Classification,EEG,Eyewink Detection,Brain Computer Interface;
Pineda-Lopez, F.;Pineda-Lopez, F.;instrumented shoes,Baropodometry,signal processing;
Guerra, A.;Guerra, A.;instrumented shoes,Baropodometry,signal processing;
Montes, E.;Montes, E.;instrumented shoes,Baropodometry,signal processing;
Lara-Cueva, R.A.;Lara-Cueva, R.A.;propagation model,semi-empirical,IEEE 802.16-2004,WiMAX;
Aguilar, D.;Aguilar, D.;propagation model,semi-empirical,IEEE 802.16-2004,WiMAX;
Almeida, D.;Almeida, D.;propagation model,semi-empirical,IEEE 802.16-2004,WiMAX;
Arauz, J.;Arauz, J.;;
McClure, J.W.;McClure, J.W.;;
Miller, Z.;Miller, Z.;;
Morejon, J.F.;Morejon, J.F.;feature selection,signal classification,Volcanic events,machine learning;
Llano, D.;Llano, D.;;
Mancheno, S.;Mancheno, S.;;
Quek, S.;Quek, S.;Magnetic field imaging,Magnetoinductive sensors,NDE,Magneto-inductive sensors,Magnetic Field,Sensor array;
Gaydecki, P.;Gaydecki, P.;Magnetic field imaging,Magnetoinductive sensors,NDE,Magneto-inductive sensors,Magnetic Field,Sensor array;
Debut, A.;Debut, A.;Image processing,Texture Analysis,Hurst-operator,Edge-detection,Nanoparticles;
Cumbal, L.;Cumbal, L.;Image processing,Texture Analysis,Hurst-operator,Edge-detection,Nanoparticles;
Fernández, C.;Fernández, C.;Ad-Hoc,delay,jitter,througput,QoS,packet loss,WDS,IEEE 802.11.b;
Morales, C.;Morales, C.;Ad-Hoc,delay,jitter,througput,QoS,packet loss,WDS,IEEE 802.11.b;
