ID;Label;KeywordsB2018;KeywordsA2018
Felinto, J.C.;Felinto, J.C.;;Text classification,Text semantics,Sentiment analysis
Rezende, S.O.;Rezende, S.O.;Text mining,Text semantics,Systematic review;Complex networks,Objective measures,Systematic review,Machine learning,Association rules,Word embedding,News events,Association rules networks,Contextual information,time series forecasting,Cross domain,Document representation,Agribusiness,Sentiment analysis,Networks,Post-processing,Knowledge acquisition,Document embeddings,Semantic analysis,Concept map,Context-aware recommender systems,Association analysis,Clustering,Matrix factorization,Data mining,Risk management,Aspect extraction,Green manure,Text semantics,Recommender systems,Opinion mining,Association rules network,Text classification,Text mining,Topic model,Semantic representation,Graphs
Dias, A.G.;Dias, A.G.;;Visualization,Information retrieval,Machine learning,Total recall,Vocabulary mismatch
Milios, E.E.;Milios, E.E.;;Interactive document clustering,Key-term,Interactive,Keyterm-based clustering,Text,Document projection,Visualization,Information retrieval,Machine learning,Total recall,Document clustering,User study,Vocabulary mismatch
Ferreira de Oliveira, M.C.;Ferreira de Oliveira, M.C.;;Meta-heuristic,Combinatorial optimization,Bipartite networks,Complex networks,Multilevel optimization,Visualization,Information retrieval,Large-scale networks,Machine learning,Total recall,Vocabulary mismatch
Coutinho, E.F.;Coutinho, E.F.;;Teaching,Software Engineering,Software Ecosystems,Models,Repository
Moreira, L.O.;Moreira, L.O.;;Teaching,Software Engineering,Software Ecosystems,Models,Repository
Santos, I.;Santos, I.;;Combined selection,Testing techniques selection,Teaching,Software Engineering,Software Ecosystems,Software testing,Metamorphic testing,Models,Oracle problem,Academic search engines,Repository
Bezerra, C.I.M.;Bezerra, C.I.M.;;Teaching,Software Engineering,Software Ecosystems,Models,Repository
Lopes De Souza, P.S.;Lopes De Souza, P.S.;;Combined selection,Testing techniques selection
Melo, S.M.;Melo, S.M.;Software Testing,Software Engineering,Empirical Software Engineering,Body of Evidence,Concurrent Programming;Combined selection,Testing techniques selection,PThreads,Empirical software engineering,Software testing,Concurrent programming,Structural testing,Systematic mapping,Multithreaded programs,Experimental evaluation,Shared memory,Coverage criteria
Souza, S.R.S.;Souza, S.R.S.;;Software Testing,Test data generation,User acceptance testing,Chatbot,Systematic mapping,Computer Science Education,Multi tenancy,Concurrent software testing,Software testing,Search-based software testing,Genetic algorithm,Testing techniques selection,Empirical software engineering,Concurrent programming,Structural testing,Multi-tenancy,Fault taxonomy,Software as a Service,Combined selection,Cloud applications
Paschoal, L.N.;Paschoal, L.N.;;SE education,Software Testing,PBL,Survey,Chatbot,Conversational Systems,Computer Science Education,Program Testing,Requirements Engineering Education,Software project,Software Development Process,Ubiquitous Learning
Conte, T.U.;Conte, T.U.;;New contributor,Social barriers,Software Testing,Challenges,FLOSS,Newbies,Open source software,Qualitative study,Beginners,Chatbot,Newcomers,Computer Science Education,Entry,Onboarding,Socialization,Online communities,Difficulties,Joining
Turci, L.F.;Turci, L.F.;;Software Testing,Computer Science Education,Chatbot
De Andrade, S.A.;De Andrade, S.A.;;Industry,PBL,Software testing,Metamorphic testing,Oracle problem,Academic search engines,Problem-based learning,Education
De Oliveira Neves, V.;De Oliveira Neves, V.;;Industry,PBL,validation,Software testing,testing,systems-of-systems,Problem-based learning,Education
Delamaro, M.E.;Delamaro, M.E.;Graphic oracle,Three-Dimensional Synthetic Vascular Networks,Software Testing,Content-based image retrieval,CBIR,Segmentation evaluation,Test oracles,Angiography;Mobile Testing,Mutation testing,Software Testing,Oracle problem,Prime path coverage,Industry,Mutation Testing,virtual reality,Software testing,Mutation Operators,requirements engineering,software testing,Problem-based learning,Structural testing,Software Test Automation,Education,Edge pair coverage,PBL,Android Testing,Metamorphic testing,Academic search engines
Viana, D.;Viana, D.;;Smart Cities,Teaching,Software Engineering
Pablo Durans, A.;Pablo Durans, A.;;Smart Cities,Teaching,Software Engineering
De Oliveira Rosa, T.;De Oliveira Rosa, T.;;Smart Cities,Teaching,Software Engineering
Silva, F.;Silva, F.;;Smart Cities,Teaching,Software Engineering
